unit,time_step,operational_setting_1,operational_setting_2,operational_setting_3,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Health_state,Operational_condition
35618,170,94,10.006,0.2511,20.0,489.05,604.72,1499.71,1305.53,10.52,15.49,394.94,2318.93,8784.09,1.26,45.29,372.29,2388.04,8136.69,8.6274,0.03,368,2319,100.0,28.49,17.2457,1,1
35622,170,98,9.998,0.25,20.0,489.05,605.09,1500.62,1304.62,10.52,15.49,395.25,2318.91,8781.72,1.26,45.08,371.99,2388.08,8130.24,8.6284,0.03,368,2319,100.0,28.85,17.2796,1,1
35636,170,112,10.003,0.2509,20.0,489.05,604.57,1500.8,1306.06,10.52,15.49,395.14,2318.88,8782.71,1.26,45.29,371.31,2388.03,8135.12,8.6283,0.03,370,2319,100.0,28.75,17.2231,2,1
35640,170,116,10.0079,0.2501,20.0,489.05,604.76,1505.06,1308.08,10.52,15.49,394.37,2318.85,8781.64,1.26,45.32,371.75,2388.08,8136.24,8.6375,0.03,368,2319,100.0,28.54,17.1217,2,1
35651,170,127,10.0066,0.25,20.0,489.05,604.68,1496.04,1297.87,10.52,15.49,394.87,2318.91,8782.61,1.26,45.22,371.72,2388.1,8138.64,8.6428,0.03,366,2319,100.0,28.58,17.2826,2,1
35652,170,128,10.0003,0.2519,20.0,489.05,604.57,1502.25,1301.64,10.52,15.49,394.89,2318.85,8782.53,1.26,45.21,371.58,2388.0,8137.04,8.6267,0.03,368,2319,100.0,28.61,17.1384,2,1
35657,170,133,9.9985,0.25,20.0,489.05,604.76,1492.2,1307.66,10.52,15.49,394.86,2318.88,8784.7,1.26,45.24,371.49,2388.03,8132.62,8.6488,0.03,370,2319,100.0,28.59,17.1088,2,1
35662,170,138,10.0014,0.2507,20.0,489.05,604.53,1499.72,1298.72,10.52,15.49,394.62,2318.88,8780.01,1.26,45.39,371.99,2388.07,8135.45,8.619,0.03,369,2319,100.0,28.69,17.1064,2,1
35671,170,147,9.9995,0.2512,20.0,489.05,604.7,1497.4,1301.91,10.52,15.49,394.4,2318.9,8784.59,1.26,45.51,371.89,2388.12,8137.05,8.628,0.03,369,2319,100.0,28.55,17.185,2,1
35680,170,156,10.0032,0.2519,20.0,489.05,605.06,1502.07,1303.3,10.52,15.49,394.6,2318.85,8783.58,1.26,45.5,371.85,2388.14,8140.86,8.6582,0.03,369,2319,100.0,28.72,17.0995,3,1
35685,170,161,10.0055,0.2508,20.0,489.05,604.5,1497.96,1307.5,10.52,15.49,394.98,2318.86,8788.67,1.26,45.15,372.46,2388.08,8141.48,8.6675,0.03,369,2319,100.0,28.45,17.2042,3,1
35695,170,171,10.0044,0.2511,20.0,489.05,605.04,1503.55,1311.98,10.52,15.49,394.61,2318.88,8785.36,1.26,45.41,371.81,2388.08,8137.98,8.6488,0.03,367,2319,100.0,28.55,17.1438,3,1
35701,170,177,9.9991,0.25,20.0,489.05,604.99,1499.54,1311.64,10.52,15.49,394.04,2318.91,8788.59,1.26,45.11,371.93,2388.16,8139.23,8.6549,0.03,369,2319,100.0,28.62,17.2653,3,1
35702,170,178,9.9982,0.2509,20.0,489.05,604.6,1503.92,1307.74,10.52,15.49,394.53,2318.95,8794.53,1.26,45.32,371.67,2388.1,8139.43,8.6369,0.03,370,2319,100.0,28.52,17.2939,3,1
35711,170,187,10.0071,0.2515,20.0,489.05,604.53,1502.36,1304.58,10.52,15.49,394.68,2318.93,8791.47,1.26,45.35,371.52,2388.1,8144.15,8.6553,0.03,368,2319,100.0,28.75,17.1901,3,1
35723,170,199,9.9987,0.25,20.0,489.05,604.82,1505.6,1307.05,10.52,15.49,393.93,2318.94,8795.42,1.26,45.57,371.37,2388.12,8141.99,8.6471,0.03,371,2319,100.0,28.38,17.2199,3,1
35724,170,200,10.0073,0.25,20.0,489.05,604.39,1495.72,1306.84,10.52,15.49,394.56,2318.96,8783.64,1.26,45.33,371.45,2388.12,8143.5,8.6835,0.03,369,2319,100.0,28.45,17.284,3,1
35728,170,204,10.0002,0.2507,20.0,489.05,604.63,1502.53,1314.26,10.52,15.49,394.72,2318.97,8793.47,1.26,45.45,370.96,2388.14,8141.1,8.6656,0.03,369,2319,100.0,28.58,17.1738,3,1
35733,170,209,10.0069,0.2515,20.0,489.05,605.43,1503.37,1324.35,10.52,15.49,394.51,2318.93,8794.24,1.26,45.53,371.13,2388.13,8144.51,8.7072,0.03,369,2319,100.0,28.45,17.1092,3,1
35739,170,215,10.001,0.25,20.0,489.05,605.4,1497.57,1311.73,10.52,15.49,394.05,2318.98,8794.01,1.26,45.39,371.74,2388.08,8144.33,8.6548,0.03,368,2319,100.0,28.56,17.1281,3,1
35761,170,237,9.9986,0.2515,20.0,489.05,605.66,1502.84,1310.4,10.52,15.49,394.42,2319.01,8810.06,1.26,45.49,371.76,2388.21,8147.51,8.6519,0.03,372,2319,100.0,28.42,17.0555,3,1
35762,170,238,9.9999,0.2508,20.0,489.05,605.22,1498.98,1311.13,10.52,15.5,394.37,2318.97,8794.84,1.26,45.66,370.47,2388.13,8151.14,8.6649,0.03,370,2319,100.0,28.63,16.9864,3,1
35764,170,240,10.0007,0.2518,20.0,489.05,605.29,1506.84,1317.59,10.52,15.49,393.79,2319.0,8808.98,1.26,45.62,371.2,2388.22,8152.39,8.7206,0.03,369,2319,100.0,28.37,17.0174,3,1
35775,170,251,10.0016,0.2513,20.0,489.05,605.08,1503.79,1314.47,10.52,15.5,394.69,2318.98,8807.42,1.26,45.6,371.09,2388.25,8153.72,8.678,0.03,371,2319,100.0,28.27,17.0749,3,1
35780,170,256,9.9982,0.2519,20.0,489.05,605.57,1502.74,1322.51,10.52,15.5,394.15,2319.1,8809.7,1.26,45.61,370.91,2388.24,8158.12,8.6934,0.03,373,2319,100.0,28.4,17.0495,4,1
35788,170,264,10.002,0.2519,20.0,489.05,605.03,1506.37,1319.06,10.52,15.5,393.59,2319.01,8815.14,1.26,45.63,370.76,2388.26,8163.71,8.7019,0.03,371,2319,100.0,28.41,16.9802,4,1
35789,170,265,10.0023,0.2519,20.0,489.05,605.33,1506.24,1322.06,10.52,15.5,393.48,2319.11,8816.9,1.26,45.68,370.74,2388.33,8163.32,8.668,0.03,370,2319,100.0,28.26,17.0217,4,1
35792,170,268,10.0054,0.25,20.0,489.05,605.42,1516.62,1318.54,10.52,15.5,393.85,2319.09,8822.18,1.26,45.71,371.11,2388.3,8165.91,8.7083,0.03,370,2319,100.0,28.33,17.0535,4,1
35798,170,274,10.0047,0.25,20.0,489.05,605.55,1509.99,1316.44,10.52,15.5,393.39,2319.01,8823.0,1.26,45.66,370.45,2388.31,8165.29,8.7414,0.03,372,2319,100.0,28.28,17.0444,4,1
35804,170,280,10.0034,0.25,20.0,489.05,605.63,1513.77,1325.21,10.52,15.5,393.65,2319.11,8823.12,1.26,45.86,370.78,2388.28,8170.12,8.68,0.03,371,2319,100.0,28.22,17.067,4,1
35807,170,283,10.0039,0.25,20.0,489.05,604.91,1507.83,1326.4,10.52,15.5,393.88,2319.12,8832.94,1.26,45.95,371.12,2388.38,8168.98,8.7379,0.03,372,2319,100.0,28.22,17.0007,4,1
35810,170,286,10.0,0.25,20.0,489.05,605.93,1507.61,1315.29,10.52,15.5,393.29,2319.14,8827.28,1.26,45.92,371.1,2388.33,8174.8,8.7207,0.03,371,2319,100.0,28.47,16.943,4,1
35835,171,9,10.0009,0.25,20.0,489.05,604.48,1490.1,1298.4,10.52,15.49,394.92,2318.84,8781.75,1.26,45.3,372.06,2388.03,8137.43,8.6286,0.03,368,2319,100.0,28.81,17.2823,1,1
35839,171,13,9.998,0.2505,20.0,489.05,604.32,1501.56,1303.04,10.52,15.49,395.18,2318.82,8788.16,1.26,45.05,372.05,2388.01,8137.51,8.6099,0.03,368,2319,100.0,28.8,17.1932,1,1
35841,171,15,10.0064,0.25,20.0,489.05,604.33,1492.77,1297.22,10.52,15.49,394.95,2318.8,8782.39,1.26,45.17,371.65,2388.12,8137.97,8.6113,0.03,367,2319,100.0,28.68,17.2075,1,1
35842,171,16,9.9996,0.251,20.0,489.05,604.63,1492.07,1295.46,10.52,15.49,395.2,2318.84,8775.96,1.26,45.0,372.03,2388.02,8140.75,8.6322,0.03,369,2319,100.0,28.6,17.2063,1,1
35849,171,23,10.0073,0.2509,20.0,489.05,604.2,1497.67,1306.69,10.52,15.49,395.25,2318.81,8787.13,1.26,45.13,371.78,2388.03,8138.62,8.6173,0.03,368,2319,100.0,28.8,17.2806,1,1
35855,171,29,10.0019,0.25,20.0,489.05,604.4,1504.56,1294.77,10.52,15.49,395.52,2318.9,8782.57,1.26,45.06,372.03,2388.05,8137.71,8.6171,0.03,368,2319,100.0,28.72,17.2573,1,1
35857,171,31,9.9998,0.2519,20.0,489.05,604.63,1496.02,1297.11,10.52,15.49,395.19,2318.84,8783.34,1.26,45.05,372.4,2388.05,8136.21,8.5875,0.03,371,2319,100.0,28.67,17.1897,1,1
35862,171,36,10.0068,0.2514,20.0,489.05,604.69,1497.9,1306.47,10.52,15.49,395.27,2318.89,8776.27,1.26,45.14,371.87,2388.04,8139.02,8.6455,0.03,369,2319,100.0,28.63,17.1748,1,1
35874,171,48,10.0053,0.25,20.0,489.05,604.81,1497.21,1297.57,10.52,15.49,394.52,2318.82,8779.39,1.26,45.25,372.13,2388.06,8137.16,8.6096,0.03,368,2319,100.0,28.56,17.2281,1,1
35875,171,49,10.0057,0.2507,20.0,489.05,604.33,1497.38,1303.05,10.52,15.49,395.2,2318.81,8787.76,1.26,45.23,371.45,2388.07,8137.69,8.6394,0.03,368,2319,100.0,28.63,17.148,1,1
35877,171,51,10.004,0.2517,20.0,489.05,604.29,1495.88,1306.41,10.52,15.49,395.25,2318.81,8789.62,1.26,45.03,371.92,2387.99,8140.68,8.6394,0.03,367,2319,100.0,28.77,17.2037,1,1
35879,171,53,10.0044,0.25,20.0,489.05,604.42,1488.86,1299.61,10.52,15.49,395.01,2318.87,8787.8,1.26,45.08,371.43,2388.07,8136.19,8.6348,0.03,367,2319,100.0,28.72,17.1404,1,1
35884,171,58,10.0001,0.2511,20.0,489.05,604.36,1493.51,1295.11,10.52,15.49,394.97,2318.79,8779.32,1.26,45.05,372.23,2388.0,8133.45,8.608,0.03,369,2319,100.0,28.5,17.1872,1,1
35892,171,66,10.0067,0.2501,20.0,489.05,604.44,1496.21,1304.53,10.52,15.49,394.66,2318.87,8787.38,1.26,45.19,372.05,2388.08,8142.91,8.6169,0.03,368,2319,100.0,28.72,17.203,2,1
35895,171,69,10.0079,0.2512,20.0,489.05,604.21,1492.43,1297.98,10.52,15.49,395.18,2318.84,8786.11,1.26,45.18,371.87,2388.1,8135.3,8.6262,0.03,370,2319,100.0,28.55,17.2218,2,1
35899,171,73,10.0067,0.25,20.0,489.05,604.42,1495.12,1298.91,10.52,15.49,394.98,2318.83,8780.28,1.26,45.03,372.32,2388.02,8140.71,8.6674,0.03,370,2319,100.0,28.78,17.1777,2,1
35909,171,83,10.0059,0.2503,20.0,489.05,604.67,1499.53,1302.92,10.52,15.49,394.56,2318.83,8775.82,1.26,45.35,371.61,2388.02,8142.3,8.6355,0.03,370,2319,100.0,28.67,17.1343,2,1
35914,171,88,10.0037,0.2506,20.0,489.05,604.73,1497.31,1300.39,10.52,15.49,395.29,2318.84,8786.49,1.26,45.12,372.06,2388.05,8141.64,8.6443,0.03,367,2319,100.0,28.49,17.1863,2,1
35917,171,91,10.0073,0.25,20.0,489.05,604.65,1503.67,1303.61,10.52,15.49,395.75,2318.84,8788.13,1.26,45.18,372.22,2388.04,8136.27,8.6547,0.03,368,2319,100.0,28.73,17.2124,2,1
35918,171,92,10.0,0.25,20.0,489.05,604.27,1503.91,1298.09,10.52,15.49,394.69,2318.84,8781.89,1.26,45.35,371.78,2388.08,8138.41,8.6457,0.03,367,2319,100.0,28.64,17.1428,2,1
35920,171,94,10.0004,0.25,20.0,489.05,604.59,1493.13,1302.12,10.52,15.49,394.83,2318.89,8784.44,1.26,45.18,371.49,2388.04,8139.22,8.6553,0.03,369,2319,100.0,28.62,17.183,2,1
35922,171,96,10.0077,0.2519,20.0,489.05,604.84,1498.91,1302.48,10.52,15.49,394.31,2318.84,8786.17,1.26,45.18,371.95,2388.08,8137.7,8.6151,0.03,370,2319,100.0,28.54,17.2753,2,1
35923,171,97,10.0004,0.2517,20.0,489.05,604.35,1497.15,1296.91,10.52,15.49,394.92,2318.87,8784.9,1.26,45.3,372.35,2388.01,8139.08,8.6272,0.03,369,2319,100.0,28.72,17.2216,2,1
35928,171,102,10.0054,0.2516,20.0,489.05,604.25,1497.36,1306.05,10.52,15.49,395.45,2318.85,8796.69,1.26,45.11,372.02,2388.07,8136.74,8.6378,0.03,369,2319,100.0,28.63,17.1481,2,1
35945,171,119,9.9997,0.2511,20.0,489.05,604.86,1496.85,1309.26,10.52,15.49,394.78,2318.84,8788.28,1.26,45.29,372.19,2388.05,8144.3,8.6155,0.03,368,2319,100.0,28.6,17.1518,3,1
35956,171,130,9.9997,0.2508,20.0,489.05,604.64,1501.83,1307.11,10.52,15.49,394.89,2318.88,8792.47,1.26,45.36,371.65,2388.07,8145.89,8.62,0.03,369,2319,100.0,28.61,17.1238,3,1
35965,171,139,9.9984,0.25,20.0,489.05,604.43,1507.45,1301.31,10.52,15.49,394.37,2318.86,8795.8,1.26,45.12,371.69,2388.09,8142.53,8.6639,0.03,369,2319,100.0,28.55,17.1111,3,1
35980,171,154,10.0043,0.2506,20.0,489.05,604.6,1505.87,1304.66,10.52,15.49,394.6,2318.84,8794.83,1.26,45.39,372.08,2388.09,8147.25,8.6836,0.03,371,2319,100.0,28.44,17.1194,3,1
35999,171,173,10.0014,0.2509,20.0,489.05,605.02,1497.52,1309.45,10.52,15.49,395.02,2318.92,8792.96,1.26,45.45,371.55,2388.1,8150.58,8.654,0.03,368,2319,100.0,28.53,17.0961,3,1
36003,171,177,10.0039,0.2511,20.0,489.05,604.98,1500.69,1298.65,10.52,15.49,394.16,2318.92,8803.75,1.26,45.44,371.74,2388.16,8156.45,8.6477,0.03,369,2319,100.0,28.58,17.1801,3,1
36005,171,179,10.0006,0.2504,20.0,489.05,605.08,1497.38,1297.12,10.52,15.49,394.29,2318.94,8808.69,1.26,45.34,371.04,2388.11,8157.54,8.6566,0.03,370,2319,100.0,28.69,17.114,3,1
36021,171,195,9.9988,0.2505,20.0,489.05,605.11,1503.85,1313.61,10.52,15.49,395.03,2318.98,8815.88,1.26,45.49,371.35,2388.12,8159.46,8.6611,0.03,371,2319,100.0,28.53,17.0889,3,1
36022,171,196,10.0008,0.25,20.0,489.05,605.08,1503.22,1313.3,10.52,15.49,393.83,2318.97,8809.84,1.26,45.51,371.58,2388.17,8159.82,8.6631,0.03,370,2319,100.0,28.69,17.1158,3,1
36024,171,198,9.9991,0.2507,20.0,489.05,605.21,1500.25,1311.38,10.52,15.49,395.13,2318.93,8810.55,1.26,45.51,371.29,2388.13,8160.25,8.7061,0.03,370,2319,100.0,28.44,17.1237,3,1
36028,171,202,10.0016,0.25,20.0,489.05,604.09,1495.04,1313.63,10.52,15.49,394.47,2318.99,8815.16,1.26,45.6,371.3,2388.21,8166.74,8.6722,0.03,368,2319,100.0,28.53,17.0701,3,1
36044,171,218,10.0017,0.2509,20.0,489.05,605.21,1502.02,1319.54,10.52,15.5,393.6,2318.98,8831.89,1.26,45.36,371.21,2388.24,8170.31,8.6802,0.03,371,2319,100.0,28.44,17.1735,4,1
36053,171,227,10.0011,0.2506,20.0,489.05,605.24,1516.35,1316.64,10.52,15.5,394.39,2319.0,8840.48,1.26,45.6,371.62,2388.24,8179.72,8.7083,0.03,370,2319,100.0,28.49,17.0241,4,1
36062,171,236,10.0037,0.25,20.0,489.05,605.91,1507.0,1316.2,10.52,15.5,394.18,2319.09,8847.47,1.26,45.85,370.61,2388.3,8188.32,8.7294,0.03,373,2319,100.0,28.51,17.0868,4,1
36063,171,237,10.0031,0.25,20.0,489.05,605.35,1503.86,1317.34,10.52,15.5,393.0,2319.02,8858.33,1.26,46.04,371.89,2388.29,8194.98,8.7109,0.03,371,2319,100.0,28.22,17.0729,4,1
36081,171,255,10.0031,0.25,20.0,489.05,605.76,1515.77,1324.86,10.52,15.5,393.25,2319.2,8881.53,1.26,46.02,370.36,2388.39,8223.29,8.7285,0.03,373,2319,100.0,28.27,17.035,4,1
36086,172,2,10.0024,0.25,20.0,489.05,604.44,1497.81,1303.11,10.52,15.49,394.24,2318.84,8778.64,1.26,45.28,372.01,2388.03,8129.17,8.6349,0.03,369,2319,100.0,28.52,17.1691,1,1
36094,172,10,10.0075,0.252,20.0,489.05,604.4,1507.84,1308.84,10.52,15.49,394.37,2318.88,8767.97,1.26,45.38,371.51,2388.12,8127.23,8.657,0.03,368,2319,100.0,28.47,17.2049,1,1
36096,172,12,10.0018,0.25,20.0,489.05,604.9,1503.16,1299.45,10.52,15.49,394.9,2318.82,8777.83,1.26,45.39,372.46,2388.05,8126.13,8.644,0.03,369,2319,100.0,28.79,17.0337,1,1
36099,172,15,9.9996,0.25,20.0,489.05,604.72,1501.73,1303.78,10.52,15.49,394.55,2318.86,8763.55,1.26,45.36,372.21,2388.13,8122.39,8.6096,0.03,367,2319,100.0,28.58,17.2228,1,1
36107,172,23,10.0042,0.25,20.0,489.05,604.32,1495.41,1304.26,10.52,15.49,394.36,2318.85,8778.13,1.26,45.37,371.88,2388.04,8133.73,8.6243,0.03,367,2319,100.0,28.63,17.1855,2,1
36115,172,31,10.0077,0.25,20.0,489.05,604.77,1495.81,1302.42,10.52,15.49,394.46,2318.9,8772.78,1.26,45.22,372.06,2388.1,8130.69,8.6395,0.03,369,2319,100.0,28.69,17.1184,2,1
36118,172,34,10.0056,0.2502,20.0,489.05,604.89,1491.31,1302.38,10.52,15.49,394.38,2318.9,8777.76,1.26,45.34,372.04,2388.11,8124.9,8.645,0.03,370,2319,100.0,28.77,17.2024,2,1
36119,172,35,10.0054,0.2508,20.0,489.05,604.3,1495.86,1309.73,10.52,15.49,394.82,2318.96,8769.62,1.26,45.36,371.51,2388.09,8121.78,8.6124,0.03,368,2319,100.0,28.49,17.1131,2,1
36121,172,37,10.0047,0.25,20.0,489.05,604.59,1491.65,1301.11,10.52,15.49,395.48,2318.9,8769.87,1.26,45.48,371.45,2388.07,8126.88,8.6471,0.03,368,2319,100.0,28.66,17.1816,2,1
36122,172,38,10.0075,0.25,20.0,489.05,604.44,1499.63,1301.06,10.52,15.49,394.46,2318.91,8769.56,1.26,45.44,371.23,2388.14,8129.74,8.6472,0.03,369,2319,100.0,28.52,17.1772,2,1
36123,172,39,10.0038,0.2503,20.0,489.05,604.38,1500.65,1304.32,10.52,15.49,394.23,2318.98,8775.97,1.26,45.37,371.81,2388.07,8122.41,8.6531,0.03,369,2319,100.0,28.83,17.1851,2,1
36127,172,43,10.0031,0.25,20.0,489.05,604.86,1493.62,1305.69,10.52,15.49,394.7,2318.89,8768.45,1.26,45.46,372.11,2388.15,8128.3,8.6562,0.03,369,2319,100.0,28.66,17.1313,2,1
36128,172,44,10.0021,0.25,20.0,489.05,604.66,1501.23,1304.73,10.52,15.49,395.03,2318.9,8776.21,1.26,45.02,372.04,2388.1,8126.21,8.6464,0.03,369,2319,100.0,28.67,17.152,2,1
36140,172,56,10.0005,0.25,20.0,489.05,604.33,1496.41,1306.04,10.52,15.49,394.74,2318.91,8775.91,1.26,45.36,372.17,2388.08,8124.95,8.6686,0.03,369,2319,100.0,28.65,17.1946,2,1
36143,172,59,10.0029,0.25,20.0,489.05,604.22,1498.7,1304.64,10.52,15.49,395.6,2318.86,8769.95,1.26,45.17,371.81,2388.1,8121.11,8.6484,0.03,369,2319,100.0,28.66,17.2076,2,1
36147,172,63,10.0011,0.25,20.0,489.05,604.67,1502.34,1301.35,10.52,15.49,395.27,2318.93,8774.26,1.26,45.33,372.24,2388.11,8123.33,8.6046,0.03,369,2319,100.0,28.56,17.2143,2,1
36149,172,65,10.0071,0.25,20.0,489.05,604.42,1502.11,1307.21,10.52,15.49,395.08,2318.88,8778.03,1.26,45.37,371.97,2388.12,8128.78,8.6099,0.03,367,2319,100.0,28.59,17.1514,2,1
36160,172,76,10.003,0.25,20.0,489.05,605.04,1492.21,1309.12,10.52,15.49,394.37,2318.91,8781.02,1.26,45.34,371.65,2388.12,8128.07,8.6297,0.03,368,2319,100.0,28.63,17.1607,3,1
36166,172,82,10.0078,0.25,20.0,489.05,604.76,1499.81,1310.31,10.52,15.49,395.05,2318.89,8782.84,1.26,45.33,371.58,2388.13,8129.71,8.608,0.03,370,2319,100.0,28.72,17.0216,3,1
36168,172,84,10.0053,0.25,20.0,489.05,604.91,1502.74,1302.03,10.52,15.49,394.52,2318.89,8770.79,1.26,45.31,371.96,2388.14,8128.68,8.6646,0.03,369,2319,100.0,28.51,17.0946,3,1
36169,172,85,10.0048,0.25,20.0,489.05,604.47,1504.0,1299.31,10.52,15.49,395.06,2318.92,8782.43,1.26,45.38,371.77,2388.14,8130.73,8.608,0.03,370,2319,100.0,28.47,17.1877,3,1
36173,172,89,10.006,0.25,20.0,489.05,604.2,1502.42,1301.73,10.52,15.49,394.48,2318.93,8779.14,1.26,45.52,371.67,2388.14,8127.47,8.6623,0.03,370,2319,100.0,28.56,17.2163,3,1
36176,172,92,10.0057,0.2507,20.0,489.05,604.53,1502.1,1305.74,10.52,15.49,394.4,2318.91,8780.71,1.26,45.3,371.32,2388.17,8132.96,8.6421,0.03,369,2319,100.0,28.53,17.2104,3,1
36178,172,94,9.999,0.2515,20.0,489.05,604.57,1500.44,1305.08,10.52,15.49,394.2,2318.88,8777.16,1.26,45.28,371.69,2388.12,8129.73,8.6538,0.03,370,2319,100.0,28.5,17.1778,3,1
36187,172,103,10.0079,0.25,20.0,489.05,604.71,1498.18,1306.36,10.52,15.5,394.92,2318.91,8779.4,1.26,45.47,371.39,2388.09,8134.63,8.6464,0.03,368,2319,100.0,28.45,17.0399,3,1
36194,172,110,10.0061,0.25,20.0,489.05,604.65,1495.53,1310.93,10.52,15.49,394.36,2318.89,8781.69,1.26,45.29,371.87,2388.13,8131.17,8.5943,0.03,369,2319,100.0,28.66,17.0927,3,1
36201,172,117,9.9983,0.25,20.0,489.05,604.84,1495.93,1303.53,10.52,15.49,394.28,2318.86,8784.29,1.26,45.38,371.58,2388.15,8133.61,8.6285,0.03,369,2319,100.0,28.47,17.1457,3,1
36205,172,121,10.0043,0.2517,20.0,489.05,604.53,1500.22,1311.93,10.52,15.5,394.52,2318.89,8782.72,1.26,45.56,371.62,2388.15,8134.17,8.6817,0.03,372,2319,100.0,28.51,17.1931,3,1
36209,172,125,10.0041,0.25,20.0,489.05,604.52,1497.49,1310.43,10.52,15.49,394.19,2318.97,8777.58,1.26,45.43,371.4,2388.16,8136.46,8.6465,0.03,371,2319,100.0,28.58,17.1796,3,1
36224,172,140,10.0005,0.25,20.0,489.05,604.78,1500.23,1312.07,10.52,15.5,393.75,2318.97,8787.29,1.26,45.48,371.7,2388.15,8134.78,8.6757,0.03,369,2319,100.0,28.64,17.1168,3,1
36228,172,144,10.0028,0.25,20.0,489.05,605.06,1502.14,1308.73,10.52,15.5,393.82,2318.94,8782.3,1.26,45.55,371.52,2388.14,8140.56,8.6532,0.03,370,2319,100.0,28.49,17.2007,3,1
36232,172,148,9.9984,0.25,20.0,489.05,605.52,1509.92,1310.8,10.52,15.49,394.18,2319.0,8787.02,1.26,45.51,371.68,2388.14,8132.07,8.6668,0.03,370,2319,100.0,28.24,17.1999,3,1
36241,172,157,10.0057,0.25,20.0,489.05,604.7,1508.08,1310.21,10.52,15.5,394.43,2319.05,8788.83,1.26,45.46,371.56,2388.2,8135.94,8.6624,0.03,370,2319,100.0,28.45,17.1051,3,1
36249,172,165,9.9999,0.25,20.0,489.05,605.13,1503.68,1319.41,10.52,15.49,394.13,2318.99,8800.9,1.26,45.54,371.62,2388.13,8143.82,8.7172,0.03,371,2319,100.0,28.61,17.1061,3,1
36263,172,179,10.0002,0.2516,20.0,489.05,604.85,1507.14,1319.62,10.52,15.5,393.6,2319.01,8808.76,1.26,45.85,371.68,2388.16,8145.88,8.6629,0.03,370,2319,100.0,28.28,17.0645,4,1
36266,172,182,10.0072,0.25,20.0,489.05,605.71,1499.46,1316.2,10.52,15.5,393.58,2319.03,8804.44,1.26,45.58,371.2,2388.23,8144.58,8.7013,0.03,372,2319,100.0,28.55,17.0519,4,1
36270,172,186,10.004,0.25,20.0,489.05,605.1,1502.63,1319.94,10.52,15.5,393.67,2319.06,8806.21,1.26,45.77,370.96,2388.27,8150.86,8.7115,0.03,369,2319,100.0,28.33,17.003,4,1
36276,172,192,10.0074,0.2504,20.0,489.05,605.59,1499.53,1312.02,10.52,15.5,393.9,2319.09,8806.16,1.26,45.65,371.59,2388.27,8157.24,8.7116,0.03,371,2319,100.0,28.37,16.9162,4,1
36299,172,215,10.007,0.25,20.0,489.05,605.63,1512.67,1330.07,10.52,15.5,393.52,2319.15,8831.42,1.26,45.87,370.7,2388.36,8166.14,8.7185,0.03,372,2319,100.0,28.22,17.013,4,1
36300,172,216,10.0067,0.25,20.0,489.05,605.84,1506.33,1321.46,10.52,15.5,392.91,2319.16,8836.49,1.26,45.91,371.2,2388.36,8175.17,8.7573,0.03,372,2319,100.0,28.29,16.9343,4,1
36310,173,4,9.9997,0.25,20.0,489.05,604.77,1501.97,1311.4,10.52,15.49,394.61,2319.01,8770.41,1.26,45.44,371.55,2388.21,8125.38,8.6759,0.03,370,2319,100.0,28.45,17.0922,2,1
36312,173,6,10.0003,0.25,20.0,489.05,605.19,1503.43,1314.95,10.52,15.49,394.29,2318.97,8775.4,1.26,45.67,371.14,2388.18,8125.58,8.6952,0.03,370,2319,100.0,28.53,17.0435,2,1
36315,173,9,10.0031,0.25,20.0,489.05,605.21,1497.88,1306.04,10.52,15.49,394.04,2318.96,8773.79,1.26,45.57,371.34,2388.18,8124.6,8.6465,0.03,370,2319,100.0,28.52,17.151,2,1
36324,173,18,9.9985,0.25,20.0,489.05,604.84,1496.8,1312.01,10.52,15.5,394.27,2318.99,8772.88,1.26,45.6,370.96,2388.21,8124.51,8.6441,0.03,368,2319,100.0,28.43,17.163,2,1
36328,173,22,10.0008,0.25,20.0,489.05,604.86,1496.35,1312.69,10.52,15.49,394.17,2318.98,8773.57,1.26,45.54,371.16,2388.19,8131.47,8.6601,0.03,370,2319,100.0,28.5,17.0973,2,1
36341,173,35,9.9988,0.2501,20.0,489.05,605.12,1501.85,1316.49,10.52,15.5,394.1,2318.97,8767.43,1.26,45.48,371.57,2388.15,8123.54,8.6521,0.03,371,2319,100.0,28.51,17.0541,2,1
36343,173,37,9.9986,0.25,20.0,489.05,605.24,1501.76,1304.81,10.52,15.49,394.55,2319.02,8777.73,1.26,45.52,370.85,2388.23,8128.41,8.648,0.03,371,2319,100.0,28.52,17.0077,2,1
36355,173,49,10.0002,0.2503,20.0,489.05,605.01,1499.84,1308.69,10.52,15.5,394.64,2318.97,8775.65,1.26,45.37,371.6,2388.18,8123.96,8.6962,0.03,369,2319,100.0,28.63,17.099,3,1
36357,173,51,10.0071,0.25,20.0,489.05,604.79,1501.54,1320.63,10.52,15.49,393.84,2318.93,8770.68,1.26,45.47,371.11,2388.2,8123.1,8.6863,0.03,369,2319,100.0,28.52,17.0057,3,1
36364,173,58,10.0023,0.25,20.0,489.05,604.91,1502.14,1313.87,10.52,15.49,393.28,2318.99,8781.0,1.26,45.62,371.21,2388.14,8121.8,8.6956,0.03,370,2319,100.0,28.62,17.1588,3,1
